instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,conds_file,label_left,label_right,key_resp.rt
-0.1,-0.377777778,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05,-0.382222222,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,0,-0.315555556,-0.316666667,1,0,0,8.13999,button_left,8.13999,1,0,0,0,4,1,stimuli/blank.png,Pleasure,a,,,,,,,,,
,,,,,,,,,,,,,1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,0,-0.315555556,-0.316666667,1,0,0,0.79743,button_left,0.79743,1,0,1,1,6,1,stimuli/blank.png,Love,a,,,,,,,,,
,,,,,,,,,,,,,1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,0,0.496666667,-0.287777778,1,0,0,1.04718,button_right,1.04718,1,0,2,2,9,1,stimuli/blank.png,Nasty,l,,,,,,,,,
,,,,,,,,,,,,,1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,0,0.247777778,-0.267777778,1,0,0,0.963085,button_right,0.963085,1,0,3,3,5,1,stimuli/blank.png,Agony,l,,,,,,,,,
,,,,,,,,,,,,,1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,0,0.361111111,-0.296666667,1,0,0,1.713675,button_right,1.713675,1,0,4,4,3,1,stimuli/blank.png,Hurt,l,,,,,,,,,
,,,,,,,,,,,,,1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,0,-0.343333333,-0.246666667,1,0,0,0.680665,button_left,0.680665,1,0,5,5,2,1,stimuli/blank.png,Happy,a,,,,,,,,,
,,,,,,,,,,,,,1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,0,-0.337777778,-0.261111111,1,0,0,0.68009,button_left,0.68009,1,0,6,6,8,1,stimuli/blank.png,Joy,a,,,,,,,,,
,,,,,,,,,,,,,1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,0,0.534444444,-0.314444444,1,0,0,0.746835,button_right,0.746835,1,0,7,7,1,1,stimuli/blank.png,Bad,l,,,,,,,,,
,,,,,,,,,,,,,1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,0,0.42,-0.262222222,1,0,0,0.730575,button_right,0.730575,1,0,8,8,7,1,stimuli/blank.png,Evil,l,,,,,,,,,
,,,,,,,,,,,,,1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,0,-0.406666667,-0.29,1,0,0,0.81369,button_left,0.81369,1,0,9,9,0,1,stimuli/blank.png,Good,a,,,,,,,,,
,,,,,,,,,,,,,1927,1,001,male,2020-09-29_15h21.51.743,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,pos_neg_train.xlsx,"A = 
Positive","L = 
Negative",
