instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns
0.040798632,-0.409027799,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",,1,001,male,2023-02-17_15h53.25.220,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
0.072743098,-0.388888931,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",,1,001,male,2023-02-17_15h53.25.220,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,male,2023-02-17_15h53.25.220,openIAT,2020.1.0rc3,Win32,60,,0,-0.349479167,-0.270833333,1,0,0,2.9256,button_left,2.9256,1,0,0,0,6,1,stimuli/blank.png,Love,a
,,,,,,,,,,,,,,1,001,male,2023-02-17_15h53.25.220,openIAT,2020.1.0rc3,Win32,60,,0,0.472743098,-0.2875,1,0,0,3.2237,button_right,3.2237,1,0,1,1,5,1,stimuli/blank.png,Agony,l
,,,,,,,,,,,,,,1,001,male,2023-02-17_15h53.25.220,openIAT,2020.1.0rc3,Win32,60,,0,0.449132029,-0.335416667,1,0,0,0.9689,button_right,0.9689,1,0,2,2,9,1,stimuli/blank.png,Nasty,l
,,,,,,,,,,,,,,1,001,male,2023-02-17_15h53.25.220,openIAT,2020.1.0rc3,Win32,60,,0,-0.2765625,-0.309027799,1,0,0,0.7808,button_left,0.7808,1,0,3,3,8,1,stimuli/blank.png,Joy,a
,,,,,,,,,,,,,,1,001,male,2023-02-17_15h53.25.220,openIAT,2020.1.0rc3,Win32,60,,0,0.551909765,-0.313194466,1,0,0,0.9087,button_right,0.9087,1,0,4,4,3,1,stimuli/blank.png,Hurt,l
,,,,,,,,,,,,,,1,001,male,2023-02-17_15h53.25.220,openIAT,2020.1.0rc3,Win32,60,,0,0.442882029,-0.227083333,1,0,0,0.9266,button_right,0.9266,1,0,5,5,7,1,stimuli/blank.png,Evil,l
,,,,,,,,,,,,,,1,001,male,2023-02-17_15h53.25.220,openIAT,2020.1.0rc3,Win32,60,,0,-0.66961805,-0.285416667,1,0,0,0.7875,button_left,0.7875,1,0,6,6,0,1,stimuli/blank.png,Good,a
,,,,,,,,,,,,,,1,001,male,2023-02-17_15h53.25.220,openIAT,2020.1.0rc3,Win32,60,,0,0.390798696,-0.285416667,1,0,0,2.5991,button_right,2.5991,0,0,7,7,4,1,stimuli/blank.png,Pleasure,a
