instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,key_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,conds_file,label_left,label_right
0.00486109,-0.386805587,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",gemma,2,001,female,2023-09-06_14h20.02.940,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.045138889,-0.443055577,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",gemma,2,001,female,2023-09-06_14h20.02.940,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,gemma,2,001,female,2023-09-06_14h20.02.940,openIAT,2020.1.0rc3,Win32,60,,0,-0.320833312,-0.310416698,1,0,0,1.2836,button_left,1.2836,1,0,0,0,0,1,stimuli/blank.png,Good,a,,,,,,,,,
,,,,,,,,,,,,,gemma,2,001,female,2023-09-06_14h20.02.940,openIAT,2020.1.0rc3,Win32,60,,0,0.303472201,-0.30763891,1,0,0,0.8663,button_right,0.8663,0,0,1,1,4,1,stimuli/blank.png,Pleasure,a,,,,,,,,,
,,,,,,,,,,,,,gemma,2,001,female,2023-09-06_14h20.02.940,openIAT,2020.1.0rc3,Win32,60,,0,0.277777778,-0.320138878,1,0,0,0.9056,button_right,0.9056,1,0,2,2,1,1,stimuli/blank.png,Bad,l,,,,,,,,,
,,,,,,,,,,,,,gemma,2,001,female,2023-09-06_14h20.02.940,openIAT,2020.1.0rc3,Win32,60,,0,0.400000042,-0.324305587,1,0,0,1.5842,button_right,1.5842,1,0,3,3,3,1,stimuli/blank.png,Hurt,l,,,,,,,,,
,,,,,,,,,,,,,gemma,2,001,female,2023-09-06_14h20.02.940,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,1.4458,1,0,4,4,9,1,stimuli/blank.png,Nasty,l,1.4458,,,,,,,,
,,,,,,,,,,,,,gemma,2,001,female,2023-09-06_14h20.02.940,openIAT,2020.1.0rc3,Win32,60,a,0,,,,,,,,0.8342,0,0,5,5,5,1,stimuli/blank.png,Agony,l,0.8342,,,,,,,,
,,,,,,,,,,,,,gemma,2,001,female,2023-09-06_14h20.02.940,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,0.7336,1,0,6,6,8,1,stimuli/blank.png,Joy,a,0.7336,,,,,,,,
,,,,,,,,,,,,,gemma,2,001,female,2023-09-06_14h20.02.940,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,0.7522,1,0,7,7,7,1,stimuli/blank.png,Evil,l,0.7522,,,,,,,,
