instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,key_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,conds_file,label_left,label_right
0.064154786,-0.364562118,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.064154786,-0.364562118,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,,0,-0.323706378,-0.280986763,1,0,0,4.613,button_left,4.613,0,0,0,0,7,1,stimuli/blank.png,Evil,l,,,,,,,,,
,,,,,,,,,,,,,Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,,0,-0.323706378,-0.280986763,1,0,0,2.163,button_left,2.163,1,0,1,1,4,1,stimuli/blank.png,Pleasure,a,,,,,,,,,
,,,,,,,,,,,,,Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,,0,-0.323706378,-0.280986763,0,0,1,1.264,button_left,1.264,0,0,2,2,9,1,stimuli/blank.png,Nasty,l,,,,,,,,,
,,,,,,,,,,,,,Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,,0,-0.441636582,-0.279783394,1,0,1,1.422,button_left,1.422,1,0,3,3,6,1,stimuli/blank.png,Love,a,,,,,,,,,
,,,,,,,,,,,,,Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,a,1,,,,,,,,3.796,1,0,4,4,0,1,stimuli/blank.png,Good,a,3.796,,,,,,,,
,,,,,,,,,,,,,Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,l,1,,,,,,,,1.039,1,0,5,5,1,1,stimuli/blank.png,Bad,l,1.039,,,,,,,,
,,,,,,,,,,,,,Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,a,1,,,,,,,,0.58,1,0,6,6,8,1,stimuli/blank.png,Joy,a,0.58,,,,,,,,
,,,,,,,,,,,,,Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,l,1,,,,,,,,0.919,1,0,7,7,5,1,stimuli/blank.png,Agony,l,0.919,,,,,,,,
,,,,,,,,,,,,,Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,l,1,,,,,,,,1.367,1,0,8,8,3,1,stimuli/blank.png,Hurt,l,1.367,,,,,,,,
,,,,,,,,,,,,,Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,a,1,,,,,,,,0.69,1,0,9,9,2,1,stimuli/blank.png,Happy,a,0.69,,,,,,,,
,,,,,,,,,,,,,Kywei,2,001,male,2023-08-02_11h19.53.415,openIAT,2020.1.0rc3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,pos_neg_train.xlsx,"A = 
Positive","L = 
Negative"
