instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,conds_file,label_left,label_right,key_resp.rt
0.061111132,-0.379166667,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",j,2,001,male,2022-11-28_16h58.42.703,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.061111132,-0.379166667,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",j,2,001,male,2022-11-28_16h58.42.703,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,j,2,001,male,2022-11-28_16h58.42.703,openIAT,2020.1.0rc3,Win32,60,,0,-0.332638868,-0.28125,1,0,0,1.9856,button_left,1.9856,1,0,0,0,8,1,stimuli/blank.png,Joy,a,,,,,,,,,
,,,,,,,,,,,,,j,2,001,male,2022-11-28_16h58.42.703,openIAT,2020.1.0rc3,Win32,60,,0,-0.332638868,-0.28125,1,0,0,0.8161,button_left,0.8161,1,0,1,1,0,1,stimuli/blank.png,Good,a,,,,,,,,,
,,,,,,,,,,,,,j,2,001,male,2022-11-28_16h58.42.703,openIAT,2020.1.0rc3,Win32,60,,0,-0.332638868,-0.28125,1,0,0,0.533,button_left,0.533,0,0,2,2,9,1,stimuli/blank.png,Nasty,l,,,,,,,,,
,,,,,,,,,,,,,j,2,001,male,2022-11-28_16h58.42.703,openIAT,2020.1.0rc3,Win32,60,,0,0.272222265,-0.328472265,1,0,0,1.5365,button_right,1.5365,1,0,3,3,7,1,stimuli/blank.png,Evil,l,,,,,,,,,
,,,,,,,,,,,,,j,2,001,male,2022-11-28_16h58.42.703,openIAT,2020.1.0rc3,Win32,60,,0,-0.210416667,-0.3125,1,0,0,1.4689,button_left,1.4689,1,0,4,4,4,1,stimuli/blank.png,Pleasure,a,,,,,,,,,
,,,,,,,,,,,,,j,2,001,male,2022-11-28_16h58.42.703,openIAT,2020.1.0rc3,Win32,60,,0,-0.210416667,-0.3125,0,0,1,0.7331,button_left,0.7331,1,0,5,5,6,1,stimuli/blank.png,Love,a,,,,,,,,,
,,,,,,,,,,,,,j,2,001,male,2022-11-28_16h58.42.703,openIAT,2020.1.0rc3,Win32,60,,0,-0.25,-0.265972265,1,0,0,1.066200001,button_left,1.066200001,1,0,6,6,2,1,stimuli/blank.png,Happy,a,,,,,,,,,
,,,,,,,,,,,,,j,2,001,male,2022-11-28_16h58.42.703,openIAT,2020.1.0rc3,Win32,60,,0,0.281944466,-0.299305598,1,0,0,1.333099998,button_right,1.333099998,1,0,7,7,3,1,stimuli/blank.png,Hurt,l,,,,,,,,,
