instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns
0.00462963,-0.400000042,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",,1,001,male,2023-07-22_12h37.51.217,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
0.00462963,-0.400000042,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",,1,001,male,2023-07-22_12h37.51.217,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,male,2023-07-22_12h37.51.217,openIAT,2020.1.0rc3,Win32,60,,0,0.312037009,-0.299074102,1,0,0,3.2981,button_right,3.2981,1,0,0,0,7,1,stimuli/blank.png,Evil,l
,,,,,,,,,,,,,,1,001,male,2023-07-22_12h37.51.217,openIAT,2020.1.0rc3,Win32,60,,0,0.328703704,-0.334259245,1,0,0,1.3029,button_right,1.3029,1,0,1,1,1,1,stimuli/blank.png,Bad,l
,,,,,,,,,,,,,,1,001,male,2023-07-22_12h37.51.217,openIAT,2020.1.0rc3,Win32,60,,0,-0.372222229,-0.276851866,1,0,0,1.5319,button_left,1.5319,1,0,2,2,6,1,stimuli/blank.png,Love,a
,,,,,,,,,,,,,,1,001,male,2023-07-22_12h37.51.217,openIAT,2020.1.0rc3,Win32,60,,0,0.336111139,-0.257407436,1,0,0,1.7649,button_right,1.7649,1,0,3,3,9,1,stimuli/blank.png,Nasty,l
,,,,,,,,,,,,,,1,001,male,2023-07-22_12h37.51.217,openIAT,2020.1.0rc3,Win32,60,,0,0.321296268,-0.289814843,1,0,0,7.3294,button_right,7.3294,1,0,4,4,3,1,stimuli/blank.png,Hurt,l
,,,,,,,,,,,,,,1,001,male,2023-07-22_12h37.51.217,openIAT,2020.1.0rc3,Win32,60,,0,-0.277777778,-0.25462963,1,0,0,1.4814,button_left,1.4814,1,0,5,5,0,1,stimuli/blank.png,Good,a
,,,,,,,,,,,,,,1,001,male,2023-07-22_12h37.51.217,openIAT,2020.1.0rc3,Win32,60,,0,-0.223148134,-0.287037037,1,0,0,3.5643,button_left,3.5643,1,0,6,6,2,1,stimuli/blank.png,Happy,a
,,,,,,,,,,,,,,1,001,male,2023-07-22_12h37.51.217,openIAT,2020.1.0rc3,Win32,60,,0,-0.318518497,-0.345370399,1,0,0,1.1446,button_left,1.1446,1,0,7,7,8,1,stimuli/blank.png,Joy,a
,,,,,,,,,,,,,,1,001,male,2023-07-22_12h37.51.217,openIAT,2020.1.0rc3,Win32,60,,0,-0.288888861,-0.303703732,1,0,0,1.3961,button_left,1.3961,1,0,8,8,4,1,stimuli/blank.png,Pleasure,a
