instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns
-0.014322917,-0.408854167,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",999,1,001,male,2020-12-30_11h29.20.218,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
-0.016927083,-0.404947917,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",999,1,001,male,2020-12-30_11h29.20.218,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,999,1,001,male,2020-12-30_11h29.20.218,openIAT,2020.1.0rc3,Win32,60,,0,-0.2864,-0.252,1,0,0,1.02891,button_left,1.02891,1,0,0,0,0,1,stimuli/blank.png,Good,a
,,,,,,,,,,,,,999,1,001,male,2020-12-30_11h29.20.218,openIAT,2020.1.0rc3,Win32,60,,0,0.464,-0.2904,1,0,0,0.98238,button_right,0.98238,1,0,1,1,5,1,stimuli/blank.png,Agony,l
,,,,,,,,,,,,,999,1,001,male,2020-12-30_11h29.20.218,openIAT,2020.1.0rc3,Win32,60,,0,-0.416,-0.2904,1,0,0,0.727265,button_left,0.727265,1,0,2,2,2,1,stimuli/blank.png,Happy,a
,,,,,,,,,,,,,999,1,001,male,2020-12-30_11h29.20.218,openIAT,2020.1.0rc3,Win32,60,,0,0.2944,-0.3,1,0,0,0.74697,button_right,0.74697,1,0,3,3,9,1,stimuli/blank.png,Nasty,l
,,,,,,,,,,,,,999,1,001,male,2020-12-30_11h29.20.218,openIAT,2020.1.0rc3,Win32,60,,0,0.3504,-0.2952,1,0,0,0.761565,button_right,0.761565,1,0,4,4,7,1,stimuli/blank.png,Evil,l
,,,,,,,,,,,,,999,1,001,male,2020-12-30_11h29.20.218,openIAT,2020.1.0rc3,Win32,60,,0,-0.3392,-0.2888,1,0,0,0.66562,button_left,0.66562,1,0,5,5,6,1,stimuli/blank.png,Love,a
,,,,,,,,,,,,,999,1,001,male,2020-12-30_11h29.20.218,openIAT,2020.1.0rc3,Win32,60,,0,-0.52,-0.2712,1,0,0,0.582475,button_left,0.582475,1,0,6,6,8,1,stimuli/blank.png,Joy,a
,,,,,,,,,,,,,999,1,001,male,2020-12-30_11h29.20.218,openIAT,2020.1.0rc3,Win32,60,,0,-0.3216,-0.2984,1,0,0,0.779015,button_left,0.779015,1,0,7,7,4,1,stimuli/blank.png,Pleasure,a
,,,,,,,,,,,,,999,1,001,male,2020-12-30_11h29.20.218,openIAT,2020.1.0rc3,Win32,60,,0,0.256,-0.308,1,0,0,0.747045,button_right,0.747045,1,0,8,8,1,1,stimuli/blank.png,Bad,l
