instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,conds_file,label_left,label_right,key_resp.rt
0.009047083,-0.397667913,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.009047083,-0.397667913,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,0.516686673,-0.309207856,1,0,0,1.17709,button_right,1.17709,1,0,0,0,1,1,stimuli/blank.png,Bad,l,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,0.508644905,-0.307197451,1,0,0,0.82917,button_right,0.82917,1,0,1,1,9,1,stimuli/blank.png,Nasty,l,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,0.503618818,-0.300160812,1,0,0,0.629845,button_right,0.629845,1,0,2,2,3,1,stimuli/blank.png,Hurt,l,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,-0.492561331,-0.288098086,1,0,0,0.897325,button_left,0.897325,1,0,3,3,6,1,stimuli/blank.png,Love,a,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,-0.499597897,-0.308202654,1,0,0,0.7282,button_left,0.7282,0,0,4,4,5,1,stimuli/blank.png,Agony,l,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,0.480498495,-0.312223538,1,0,0,0.762475,button_right,0.762475,1,0,5,5,7,1,stimuli/blank.png,Evil,l,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,-0.487535171,-0.303176493,1,0,0,0.863205,button_left,0.863205,1,0,6,6,4,1,stimuli/blank.png,Pleasure,a,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,-0.479493366,-0.292119043,1,0,0,0.72817,button_left,0.72817,1,0,7,7,2,1,stimuli/blank.png,Happy,a,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,-0.475472445,-0.310213133,1,0,0,0.72935,button_left,0.72935,1,0,8,8,0,1,stimuli/blank.png,Good,a,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,-0.476477684,-0.310213133,1,0,0,0.67735,button_left,0.67735,1,0,9,9,8,1,stimuli/blank.png,Joy,a,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,pos_neg_train.xlsx,"A = 
Positive","L = 
Negative",
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,-0.475472445,-0.298150407,1,0,0,0.880255,button_left,0.880255,1,0,0,0,7,1,stimuli/white_4.jpg,NaN,a,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,0.443305187,-0.293124246,1,0,0,0.79721,button_right,0.79721,1,0,1,1,0,1,stimuli/black_1.jpg,NaN,l,,,,,,,,,
,,,,,,,,,,,,,1,1,001,male,2021-05-04_11h26.29.423,openIAT,2020.1.0rc3,Win32,60,,0,0.443305187,-0.292119043,1,0,0,0.76803,button_right,0.76803,1,0,2,2,6,1,stimuli/black_4.jpg,NaN,l,,,,,,,,,
