instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,key_resp.rt
0.122807018,-0.363486842,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",,1,001,male,2020-07-23_12h14.23.243,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,
0.121710526,-0.370614035,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",,1,001,male,2020-07-23_12h14.23.243,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,male,2020-07-23_12h14.23.243,openIAT,2020.1.0rc3,Win32,60,,0,0.203399123,-0.356359649,1,0,0,0.120815,button_right,0.120815,1,0,0,0,9,1,stimuli/blank.png,Nasty,l,
,,,,,,,,,,,,,,1,001,male,2020-07-23_12h14.23.243,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,1.57389,1,0,1,1,1,1,stimuli/blank.png,Bad,l,1.57389
,,,,,,,,,,,,,,1,001,male,2020-07-23_12h14.23.243,openIAT,2020.1.0rc3,Win32,60,,0,0.315241228,-0.336074561,1,0,0,0.297105,button_right,0.297105,0,0,2,2,4,1,stimuli/blank.png,Pleasure,a,
,,,,,,,,,,,,,,1,001,male,2020-07-23_12h14.23.243,openIAT,2020.1.0rc3,Win32,60,,0,0.315241228,-0.336074561,1,0,0,0.17723,button_right,0.17723,1,0,3,3,3,1,stimuli/blank.png,Hurt,l,
,,,,,,,,,,,,,,1,001,male,2020-07-23_12h14.23.243,openIAT,2020.1.0rc3,Win32,60,,0,0.315241228,-0.336074561,1,0,0,0.21426,button_right,0.21426,0,0,4,4,8,1,stimuli/blank.png,Joy,a,
