instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns
0.054484456,-0.443148193,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",abc,2,001,male,2022-02-09_10h55.15.492,openIAT,2020.1.0rc3,MacIntel,60,,,,,,,,,,,,,,,,,,,
0.054757623,-0.441782227,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",abc,2,001,male,2022-02-09_10h55.15.492,openIAT,2020.1.0rc3,MacIntel,60,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,abc,2,001,male,2022-02-09_10h55.15.492,openIAT,2020.1.0rc3,MacIntel,60,,0,-0.281290249,-0.313824192,1,0,0,0.631,button_left,0.631,0,0,0,0,9,1,stimuli/blank.png,Nasty,l
,,,,,,,,,,,,,abc,2,001,male,2022-02-09_10h55.15.492,openIAT,2020.1.0rc3,MacIntel,60,,0,0.362599691,-0.307274306,1,0,0,1.0813,button_right,1.0813,1,0,1,1,5,1,stimuli/blank.png,Agony,l
,,,,,,,,,,,,,abc,2,001,male,2022-02-09_10h55.15.492,openIAT,2020.1.0rc3,MacIntel,60,,0,-0.367548916,-0.281296984,1,0,0,6158.8574,button_left,6158.8574,0,0,2,2,7,1,stimuli/blank.png,Evil,l
,,,,,,,,,,,,,abc,2,001,male,2022-02-09_10h55.15.492,openIAT,2020.1.0rc3,MacIntel,60,,0,-0.387323043,-0.277494665,1,0,0,2.2812,button_left,2.2812,1,0,3,3,4,1,stimuli/blank.png,Pleasure,a
