instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,conds_file,label_left,label_right
0.089730529,-0.39793061,0,0,0,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.203376749,-0.294899628,0,0,0,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,0,-0.289923071,-0.331740795,1,0,0,26.7427,button_left,26.7427,0,0,0,0,7,1,stimuli/blank.png,Evil,l,,,,,,,,
,,,,,,,,,,,,,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,0,0.397574655,-0.287406446,1,0,0,8.6141,button_right,8.6141,1,0,1,1,9,1,stimuli/blank.png,Nasty,l,,,,,,,,
,,,,,,,,,,,,,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,0,-0.299913856,-0.296772861,1,0,0,3.7989,button_left,3.7989,1,0,2,2,6,1,stimuli/blank.png,Love,a,,,,,,,,
,,,,,,,,,,,,,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,0,-0.301787131,-0.305514948,1,0,0,1.1824,button_left,1.1824,1,0,3,3,4,1,stimuli/blank.png,Pleasure,a,,,,,,,,
,,,,,,,,,,,,,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,0,-0.299913856,-0.277415371,1,0,0,0.2814,button_left,0.2814,1,0,4,4,0,1,stimuli/blank.png,Good,a,,,,,,,,
,,,,,,,,,,,,,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,0,-0.312402451,-0.279288853,1,0,0,0.3401,button_left,0.3401,0,0,5,5,1,1,stimuli/blank.png,Bad,l,,,,,,,,
,,,,,,,,,,,,,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,0,-0.31864677,-0.274917727,1,0,0,0.3231,button_left,0.3231,0,0,6,6,5,1,stimuli/blank.png,Agony,l,,,,,,,,
,,,,,,,,,,,,,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,0,-0.309280313,-0.271795505,1,0,0,0.5081,button_left,0.5081,1,0,7,7,8,1,stimuli/blank.png,Joy,a,,,,,,,,
,,,,,,,,,,,,,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,0,-0.2967918,-0.263053667,1,0,0,0.3159,button_left,0.3159,0,0,8,8,3,1,stimuli/blank.png,Hurt,l,,,,,,,,
,,,,,,,,,,,,,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,0,-0.335506367,-0.260555939,1,0,0,0.257,button_left,0.257,1,0,9,9,2,1,stimuli/blank.png,Happy,a,,,,,,,,
,,,,,,,,,,,,,2,001,male,2022-06-29_18h52.02.499,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,pos_neg_train.xlsx,"A = 
Positive","L = 
Negative"
