instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns
0.104444444,-0.404444444,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",X,2,001,male,2021-02-12_12h02.06.127,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
0.108888889,-0.412222222,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",X,2,001,male,2021-02-12_12h02.06.127,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,X,2,001,male,2021-02-12_12h02.06.127,openIAT,2020.1.0rc3,Win32,60,,0,-0.374444444,-0.345555556,1,0,0,1.52328,button_left,1.52328,1,0,0,0,4,1,stimuli/blank.png,Pleasure,a
,,,,,,,,,,,,,X,2,001,male,2021-02-12_12h02.06.127,openIAT,2020.1.0rc3,Win32,60,,0,-0.412153236,-0.3665786,1,0,0,49.94744,button_left,49.94744,1,0,1,1,0,1,stimuli/blank.png,Good,a
,,,,,,,,,,,,,X,2,001,male,2021-02-12_12h02.06.127,openIAT,2020.1.0rc3,Win32,60,,0,-0.406869221,-0.356010568,1,0,0,1.34568,button_left,1.34568,1,0,2,2,8,1,stimuli/blank.png,Joy,a
,,,,,,,,,,,,,X,2,001,male,2021-02-12_12h02.06.127,openIAT,2020.1.0rc3,Win32,60,,0,-0.352708058,-0.307133421,1,0,0,1.13226,button_left,1.13226,1,0,3,3,2,1,stimuli/blank.png,Happy,a
,,,,,,,,,,,,,X,2,001,male,2021-02-12_12h02.06.127,openIAT,2020.1.0rc3,Win32,60,,0,-0.416116248,-0.326948481,1,0,0,1.163045,button_left,1.163045,1,0,4,4,6,1,stimuli/blank.png,Love,a
,,,,,,,,,,,,,X,2,001,male,2021-02-12_12h02.06.127,openIAT,2020.1.0rc3,Win32,60,,0,-0.416116248,-0.326948481,1,0,0,0.630045,button_left,0.630045,0,0,5,5,9,1,stimuli/blank.png,Nasty,l
